rank,totalRankScore,totalPriceRankScore,nightlyRateScore,reviewRankScore,rareFindScore,acScore,wifiScore,guestFavoriteScore,superhostScore,id,title,dates,totalPrice,totalPriceRank,nightlyRateRank,reviewScore,reviewScoreString,reviewScoreRank,url,nightlyRateDisplay,nights,nightlyTotalDisplay,nightlyTotalDisplayPercent,cleaningFee,airbnbFee,feeTotal,feePercent,beds,Kitchen,Wifi,Dedicated workspace,Pets allowed,TV,Portable air conditioning,Luggage dropoff allowed,Microwave,Exterior security cameras on property,Carbon monoxide alarm,Superhost,guest_favorite,Free street parking,Elevator,Long term stays allowed,Smoke alarm,Guest favorite,Courtyard view,Patio or balcony,Backyard,Washer,Air conditioning,Haceb refrigerator,Fast wifi – 94 Mbps,Hair dryer,Free parking on premises,Crib,Refrigerator,Private patio or balcony,City skyline view,Fast wifi – 599 Mbps,Smoking allowed,Hot tub,Paid washer – In building,Paid dryer – In building,Dryer,Mountain view,Free washer – In unit,TV with standard cable,LG refrigerator,32 inch HDTV with Netflix,AC - split type ductless system,Fast wifi – 120 Mbps,Fast wifi – 93 Mbps,Free parking garage on premises,Private hot tub - available all year,Sauna,Fast wifi – 354 Mbps,65 inch HDTV with Netflix,Fast wifi – 396 Mbps,Free parking garage on premises – 1 space,Shared sauna,Garden view,Fast wifi – 446 Mbps,Private hot tub - available all year,open 24 hours,Free carport on premises,56 inch HDTV with standard cable,Central air conditioning,Shared patio or balcony,Fast wifi – 240 Mbps,Shared indoor pool - available seasonally,open specific hours,Wifi – 28 Mbps,32 inch HDTV,High chair,Fast wifi – 164 Mbps,Shared outdoor pool - available all year,open specific hours,rooftop,43 inch HDTV with Netflix,premium cable,HDTV,40 inch HDTV,Fast wifi – 200 Mbps,HDTV with standard cable,Free dryer – In unit,Shared hot tub,Park view,Fast wifi – 510 Mbps,Free washer – In building,55 inch HDTV,Fast wifi – 463 Mbps,43 inch HDTV with HBO Max,Netflix,standard cable,Private backyard – Fully fenced,Free driveway parking on premises – 3 spaces,HDTV with Netflix,Pool,Fast wifi – 185 Mbps,55 inch HDTV with Netflix,43 inch HDTV,43 inch HDTV with Netflix,standard cable,Valley view,Fast wifi – 303 Mbps,Fast wifi – 60 Mbps,32 inch TV,Shared backyard – Not fully fenced,Fast wifi – 231 Mbps,Free dryer – In building,42 inch HDTV with Netflix,50 inch HDTV with Netflix,standard cable,43 inch HDTV with Amazon Prime Video,Netflix,standard cable,Private hot tub,Free dryer,Fast wifi – 140 Mbps,TV with Netflix,standard cable,Wifi – 35 Mbps,58 inch HDTV with Netflix,standard cable,Window AC unit,45 inch HDTV with Netflix,Amazon Prime Video,Chromecast,55 inch TV with Netflix,standard cable,Wifi – 31 Mbps,32 inch HDTV with premium cable,Fast wifi – 466 Mbps,Free residential garage on premises,Private backyard,Fast wifi – 105 Mbps,43 inch HDTV with Netflix,43 inch HDTV with Amazon Prime Video,Disney+,Netflix,Fast wifi – 187 Mbps,35 inch HDTV with premium cable,47 inch TV with standard cable,Shared outdoor pool - open specific hours,rooftop,32 inch HDTV with Fire TV,standard cable,Bathtub,25 inch TV,TV with Netflix,Fast wifi – 59 Mbps,HDTV with Amazon Prime Video,Disney+,Netflix,Free driveway parking on premises,HDTV with Chromecast,40 inch HDTV with Amazon Prime Video,Chromecast,Netflix,43 inch HDTV with standard cable,Pack ’n play/Travel crib,60 inch HDTV with Netflix,Fast wifi – 379 Mbps,Free driveway parking on premises – 1 space,Fast wifi – 160 Mbps,Washer – In building,Fast wifi – 149 Mbps,50 inch HDTV with standard cable,Free driveway parking on premises – 2 spaces,Fast wifi – 52 Mbps,40 inch HDTV with Fire TV,Roku,Fast wifi – 206 Mbps,Paid parking on premises,52 inch HDTV with Disney+,Netflix,Roku,43 inch HDTV with Netflix,premium cable,standard cable,Fast wifi – 131 Mbps,40 inch TV with standard cable,Netflix,DVD player,Paid washer,Paid dryer,Mabe refrigerator,Fast wifi – 263 Mbps,32 inch HDTV with standard cable,Fast wifi – 217 Mbps,50 inch TV,60 inch HDTV with standard cable,Standalone high chair - always at the listing,43 inch TV,Fast wifi – 218 Mbps,42 inch HDTV with standard cable,Pool - open 24 hours,rooftop,Fast wifi – 205 Mbps,Challenger refrigerator,Paid parking lot on premises – 1 space,Shared outdoor pool - available all year,open specific hours,Shared hot tub - available all year,open specific hours,Fast wifi – 475 Mbps,50 inch HDTV,Dryer – In unit,Free residential garage on premises – 1 space,43 inch TV with Netflix,49 inch TV with Netflix,Paid parking lot off premises,Sound system
111,2345,995,0,1350,0,0,0,0,0,1273922312258862451,Loft in Laureles-Estadio,01/18/25 - 01/21/25,152,72,36,5,5.0 (5),1,https://www.airbnb.com/rooms/1273922312258862451?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,51,3,152,1,0,0,0,0,,,TRUE,TRUE,TRUE,TRUE,,,,TRUE,FALSE,,,,TRUE,,FALSE,,,,,TRUE,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,2345,1015,0,1330,0,0,0,0,0,785822380699590461,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,148,68,34,4.96,4.96 (25),5,https://www.airbnb.com/rooms/785822380699590461?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,49,3,146,0.9864864865,2,0,2,0.01351351351,1 bed,TRUE,TRUE,TRUE,,,,,,,FALSE,,TRUE,TRUE,,,FALSE,TRUE,,,,,TRUE,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,2345,1045,0,1300,0,0,0,0,0,1009599082023373935,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,137,62,20,4.9,4.9 (10),11,https://www.airbnb.com/rooms/1009599082023373935?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,35,3,105,0.7664233577,15,17,32,0.2335766423,,TRUE,TRUE,TRUE,,TRUE,,,,TRUE,,,TRUE,TRUE,TRUE,,,TRUE,,,,,,,,,,,,TRUE,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,2345,1150,0,1195,0,0,0,0,0,1153267055338524782,Apartment in Medellín,01/18/25 - 01/21/25,114,41,14,4.69,4.69 (13),32,https://www.airbnb.com/rooms/1153267055338524782?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,29,3,86,0.7543859649,12,16,28,0.2456140351,,TRUE,,TRUE,,TRUE,,,,TRUE,FALSE,,TRUE,TRUE,,,FALSE,TRUE,,,,TRUE,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,2345,1195,0,1150,0,0,0,0,0,1129950642374817413,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,104,32,15,4.6,4.6 (10),41,https://www.airbnb.com/rooms/1129950642374817413?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,30,3,90,0.8653846154,0,14,14,0.1346153846,1 double bed,TRUE,TRUE,TRUE,,TRUE,,,TRUE,,FALSE,,,,,,FALSE,,,,,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,2340,1045,0,1295,0,0,0,0,0,795969763361162075,Apartment in Belén,01/18/25 - 01/21/25,137,62,20,4.89,4.89 (114),12,https://www.airbnb.com/rooms/795969763361162075?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,35,3,105,0.7664233577,15,17,32,0.2335766423,,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,,TRUE,,TRUE,,,TRUE,,,,TRUE,,,,,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,2340,1050,0,1290,0,0,0,0,0,1150382470531291819,Loft in Laureles-Estadio,01/18/25 - 01/21/25,136,61,30,4.88,4.88 (48),13,https://www.airbnb.com/rooms/1150382470531291819?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,45,3,136,1,0,0,0,0,,TRUE,TRUE,TRUE,,,,,,TRUE,,,TRUE,TRUE,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,2340,1075,0,1265,0,0,0,0,0,48389789,Apartment in Medellín,01/18/25 - 01/21/25,130,56,20,4.83,4.83 (23),18,https://www.airbnb.com/rooms/48389789?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,35,3,180,1.384615385,10,16,26,0.2,,TRUE,,TRUE,TRUE,TRUE,,TRUE,,,,,TRUE,TRUE,,,,TRUE,,,,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,2340,1215,0,1125,0,0,0,0,0,918840752581980148,Apartment in Medellín,01/18/25 - 01/21/25,99,28,6,4.5,4.5 (14),46,https://www.airbnb.com/rooms/918840752581980148?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,21,3,62,0.6262626263,25,12,37,0.3737373737,1 double bed,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,FALSE,TRUE,,,,,FALSE,,TRUE,,,,,,,,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,2335,1080,0,1255,0,0,0,0,0,53429215,Loft in Laureles,01/18/25 - 01/21/25,129,55,16,4.81,4.81 (67),20,https://www.airbnb.com/rooms/53429215?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,31,3,93,0.7209302326,18,18,36,0.2790697674,2 beds,TRUE,TRUE,TRUE,TRUE,,,,,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,TRUE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,2335,1195,0,1140,0,0,0,0,0,27233310,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,104,32,14,4.57,4.57 (218),43,https://www.airbnb.com/rooms/27233310?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,29,3,87,0.8365384615,17,0,17,0.1634615385,1 queen bed,TRUE,TRUE,TRUE,,TRUE,,,,,FALSE,,,,TRUE,,FALSE,,,,,TRUE,,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,2330,980,0,1350,0,0,0,0,0,1060136538851538605,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,155,75,23,5,5.0 (24),1,https://www.airbnb.com/rooms/1060136538851538605?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,38,3,115,0.7419354839,18,22,40,0.2580645161,,TRUE,TRUE,TRUE,,TRUE,,,,,FALSE,,TRUE,,TRUE,,FALSE,TRUE,,,,,,,,,,,,,TRUE,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,2330,1030,0,1300,0,0,0,0,0,53737912,Loft in Medellín,01/18/25 - 01/21/25,142,65,20,4.9,4.9 (89),11,https://www.airbnb.com/rooms/53737912?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,35,3,104,0.7323943662,18,20,38,0.2676056338,,TRUE,,TRUE,,,,,,TRUE,FALSE,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,2330,1030,0,1300,0,0,0,0,0,52280611,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,142,65,20,4.9,4.9 (175),11,https://www.airbnb.com/rooms/52280611?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,35,3,106,0.7464788732,16,20,36,0.2535211268,,TRUE,TRUE,TRUE,,,,,,TRUE,FALSE,,TRUE,TRUE,TRUE,,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,2325,975,0,1350,0,0,0,0,0,1215240162994784824,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,156,76,25,5,5.0 (11),1,https://www.airbnb.com/rooms/1215240162994784824?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,40,3,119,0.7628205128,15,22,37,0.2371794872,1 bed,TRUE,TRUE,TRUE,,,,TRUE,,,FALSE,,TRUE,,,,FALSE,TRUE,,,,TRUE,TRUE,,,,,,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,2325,975,0,1350,0,0,0,0,0,1261517782757049806,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,156,76,35,5,5.0 (3),1,https://www.airbnb.com/rooms/1261517782757049806?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,50,3,151,0.9679487179,5,0,5,0.03205128205,,TRUE,TRUE,TRUE,,TRUE,,,,TRUE,FALSE,,,TRUE,TRUE,,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,2325,985,0,1340,0,0,0,0,0,52556031,Loft in Laureles,01/18/25 - 01/21/25,154,74,30,4.98,4.98 (61),3,https://www.airbnb.com/rooms/52556031?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,45,3,135,0.8766233766,0,19,19,0.1233766234,1 bed,TRUE,TRUE,TRUE,,,,,,,,,TRUE,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,TRUE,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,2325,1160,0,1165,0,0,0,0,0,51755364,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,112,39,18,4.63,4.63 (177),38,https://www.airbnb.com/rooms/51755364?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,33,3,100,0.8928571429,12,0,12,0.1071428571,2 beds,TRUE,TRUE,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,,TRUE,,,,,,,,,TRUE,TRUE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,2315,1025,0,1290,0,0,0,0,0,770176479289356026,Apartment in Medellín,01/18/25 - 01/21/25,143,66,22,4.88,4.88 (17),13,https://www.airbnb.com/rooms/770176479289356026?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,37,3,110,0.7692307692,15,18,33,0.2307692308,1 bed,TRUE,TRUE,TRUE,,TRUE,,,,,FALSE,,,,,,FALSE,,,,,,TRUE,,,,,,TRUE,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,2315,1025,0,1290,0,0,0,0,0,711793754637570980,Apartment in Medellín,01/18/25 - 01/21/25,143,66,33,4.88,4.88 (41),13,https://www.airbnb.com/rooms/711793754637570980?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,48,3,143,1,0,0,0,0,2 beds,TRUE,,TRUE,,,,,,TRUE,,,TRUE,,TRUE,,,TRUE,,,,,,,,,TRUE,,,TRUE,,,,,,,,,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,2315,1035,0,1280,0,0,0,0,0,1010218880200581157,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,139,64,19,4.86,4.86 (14),15,https://www.airbnb.com/rooms/1010218880200581157?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,34,3,102,0.7338129496,20,17,37,0.2661870504,,TRUE,,TRUE,,TRUE,,,,TRUE,,TRUE,,,TRUE,,,,,,,,,,,,,,,TRUE,TRUE,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,2315,1080,0,1235,0,0,0,0,0,50446903,Loft in Laureles-Estadio,01/18/25 - 01/21/25,129,55,18,4.77,4.77 (128),24,https://www.airbnb.com/rooms/50446903?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,33,3,99,0.7674418605,14,16,30,0.2325581395,,TRUE,TRUE,TRUE,TRUE,,,,,,FALSE,TRUE,,TRUE,TRUE,,FALSE,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,2310,990,0,1320,0,0,0,0,0,1132652153228778919,Loft in Medellín,01/18/25 - 01/21/25,153,73,33,4.94,4.94 (16),7,https://www.airbnb.com/rooms/1132652153228778919?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,48,3,143,0.9346405229,10,0,10,0.06535947712,2 beds,TRUE,TRUE,TRUE,,TRUE,,TRUE,,TRUE,FALSE,,TRUE,,,,,TRUE,,,,,TRUE,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,2310,1190,0,1120,0,0,0,0,0,567253802803010448,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,105,33,14,4.48,4.48 (147),47,https://www.airbnb.com/rooms/567253802803010448?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,29,3,87,0.8285714286,18,0,18,0.1714285714,2 beds,TRUE,TRUE,TRUE,,,,,TRUE,,,,,,TRUE,TRUE,,,,,,,,,,TRUE,,,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,2310,1195,0,1115,0,0,0,0,0,23709640,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,104,32,14,4.47,4.47 (173),48,https://www.airbnb.com/rooms/23709640?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,29,3,87,0.8365384615,17,0,17,0.1634615385,1 queen bed,TRUE,TRUE,TRUE,,TRUE,,,,,FALSE,,,,TRUE,,FALSE,,,,,TRUE,,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,2305,1005,0,1300,0,0,0,0,0,770482594301025255,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,150,70,23,4.9,4.9 (30),11,https://www.airbnb.com/rooms/770482594301025255?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,38,3,113,0.7533333333,16,21,37,0.2466666667,3 beds,TRUE,TRUE,TRUE,,,,,,TRUE,FALSE,,TRUE,TRUE,,,FALSE,TRUE,,,,TRUE,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,2305,1025,0,1280,0,0,0,0,0,677065997439756879,Loft in Medellín,01/18/25 - 01/21/25,143,66,20,4.86,4.86 (117),15,https://www.airbnb.com/rooms/677065997439756879?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,35,3,105,0.7342657343,20,18,38,0.2657342657,,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,,,TRUE,,TRUE,,,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,2300,970,0,1330,0,0,0,0,0,957796466881357068,Home in Laureles-Estadio,01/18/25 - 01/21/25,157,77,25,4.96,4.96 (90),5,https://www.airbnb.com/rooms/957796466881357068?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,40,3,121,0.7707006369,14,22,36,0.2292993631,,TRUE,TRUE,TRUE,,TRUE,,,,,FALSE,,TRUE,,,,FALSE,TRUE,,,TRUE,TRUE,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
