rank,totalRankScore,totalPriceRankScore,nightlyRateScore,reviewRankScore,rareFindScore,acScore,wifiScore,id,title,dates,totalPrice,totalPriceRank,nightlyRateRank,reviewScore,reviewScoreString,reviewScoreRank,url,nightlyRateDisplay,nights,nightlyTotalDisplay,nightlyTotalDisplayPercent,cleaningFee,airbnbFee,feeTotal,feePercent,beds,guest_favorite,Kitchen,Fast wifi – 321 Mbps,Dedicated workspace,40 inch HDTV,Elevator,Free washer – In unit,Private patio or balcony,Samsung refrigerator,Microwave,Long term stays allowed,Guest favorite,Wifi,TV,Washer,Dryer,Air conditioning,Patio or balcony,Luggage dropoff allowed,Exterior security cameras on property,Free parking on premises,Shared outdoor pool - available all year,open specific hours,Shared sauna,Washer – In unit,Superhost,Paid parking on premises,Shared hot tub - open specific hours,Carbon monoxide alarm,Smoke alarm,City skyline view,Fast wifi – 266 Mbps,Free parking garage on premises,70 inch HDTV with Amazon Prime Video,Netflix,premium cable,Free dryer – In unit,Mountain view,Fast wifi – 202 Mbps,Shared outdoor pool - available all year,open specific hours,lap pool,pool toys,Pets allowed,65 inch HDTV with Netflix,Pool,Hair dryer,Free street parking,Hot tub,50 inch HDTV with Netflix,Mabe refrigerator,Smoking allowed,Valley view,Shared hot tub,Fast wifi – 120 Mbps,Free residential garage on premises – 1 space,Park view,Fast wifi – 187 Mbps,55 inch HDTV with standard cable,Netflix,Amazon Prime Video,Refrigerator,Shared outdoor pool - open specific hours,infinity,55 inch HDTV with Netflix,premium cable,Free dryer,Shared pool,Crib,Shared hot tub - available all year,open specific hours,TV with Roku,Netflix,Shared outdoor pool - open specific hours,Free carport on premises,Sauna,HDTV with standard cable,40 inch HDTV with standard cable,Free carport on premises – 1 space,Shared outdoor pool - available all year,open specific hours,rooftop,HDTV,Fast wifi – 495 Mbps,Paid washer – In building,Paid dryer – In building,HDTV with Netflix,55 inch HDTV,Fast wifi – 77 Mbps,Outdoor pool - open specific hours,TV with standard cable,55 inch HDTV with Netflix,Shared outdoor pool - available all year,open specific hours,heated,Private hot tub - available all year,open 24 hours,HDTV with Fire TV,Garden view,43 inch HDTV with standard cable,Backyard,Fast wifi – 567 Mbps,Free parking on premises – 1 space,Shared outdoor pool - open specific hours,rooftop,Fast wifi – 280 Mbps,32 inch TV with Netflix,standard cable,Free washer – In building,HDTV with Netflix,standard cable,Fast wifi – 59 Mbps,39 inch HDTV,AC - split type ductless system,HDTV with Amazon Prime Video,Bathtub,High chair,60 inch HDTV,Courtyard view,70 inch HDTV with Netflix,premium cable,Roku,standard cable,Free driveway parking on premises – 1 space,Private hot tub,140 inch HDTV with HBO Max,Netflix,DVD player,Portable air conditioning,Shared outdoor pool - available all year,rooftop,60 inch HDTV with Netflix,standard cable,34 inch HDTV with standard cable,Marina view,Free parking garage on premises – 1 space,55 inch HDTV with Amazon Prime Video,Netflix,standard cable,42 inch HDTV with Amazon Prime Video,Netflix,premium cable,standard cable,32 inch HDTV with premium cable,Paid street parking off premises,Paid parking lot off premises,HDTV with standard cable,Netflix,Amazon Prime Video,46 inch HDTV with standard cable,Private backyard,42 inch HDTV with standard cable,Shared pool - open specific hours,Fast wifi – 191 Mbps,Gym in building,Pack ’n play/Travel crib,Hot tub - open specific hours,60 inch HDTV with Netflix,Fast wifi – 317 Mbps,32 inch HDTV with Netflix,Amazon Prime Video,premium cable,Fast wifi – 420 Mbps,Shared hot tub - available seasonally,open specific hours,HDTV with Amazon Prime Video,Apple TV,Disney+,Netflix,42 inch HDTV with Netflix,Fast wifi – 563 Mbps,Fast wifi – 299 Mbps,Dryer – In unit,Fast wifi – 199 Mbps,55 inch TV,43 inch HDTV,Canal view,Shared pool - open specific hours,rooftop,50 inch TV with Roku,standard cable,Crib - available upon request,Shared patio or balcony,Fast wifi – 95 Mbps,42 inch HDTV,Fast wifi – 230 Mbps,32 inch TV with standard cable,premium cable,140 inch HDTV,Fast wifi – 327 Mbps,32 inch HDTV with standard cable,River view,Fast wifi – 318 Mbps,43 inch HDTV with standard cable,Roku,Children’s books and toys,Free residential garage on premises – 2 spaces,127 inch HDTV,32 inch TV with standard cable,Fast wifi – 336 Mbps,Baby bath,Shared outdoor pool - available all year,open specific hours,heated,rooftop,Shared hot tub - available all year,50 inch HDTV with Amazon Prime Video,Netflix,60 inch HDTV with Amazon Prime Video,50 inch HDTV with Chromecast,Disney+,Fast wifi – 231 Mbps,Shared outdoor pool - available all year,open specific hours,heated,infinity,Gym,Free dryer – In building,Shared pool - available all year,Washer – In building,50 inch HDTV with Netflix,premium cable,43 inch HDTV with Netflix,Free washer,Fast wifi – 644 Mbps,40 inch TV,Outdoor pool - available all year,open specific hours,Shared gym in building
111,3616,0,1200,1330,0,4,1080,1267570302224081748,Loft in Medellín,01/18/25 - 01/21/25,0,270,30,4.96,4.96 (24),4,https://www.airbnb.com/rooms/1267570302224081748?,44,0,0,NaN,0,0,0,NaN,1 queen bed,TRUE,TRUE,,TRUE,,TRUE,,,,,,TRUE,TRUE,TRUE,TRUE,,,,,TRUE,,,,,,,,FALSE,FALSE,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,3616,0,1225,1305,0,4,1080,554545152357403024,Loft in Sabaneta,01/18/25 - 01/21/25,0,270,25,4.91,4.91 (70),9,https://www.airbnb.com/rooms/554545152357403024?,39,0,0,NaN,0,0,0,NaN,1 queen bed,TRUE,TRUE,,TRUE,,TRUE,,TRUE,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,,,,,,,,,TRUE,,,,,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,3616,0,1245,1285,0,4,1080,726288704572730416,Apartment in Sabaneta,01/18/25 - 01/21/25,0,270,21,4.87,4.87 (23),13,https://www.airbnb.com/rooms/726288704572730416?,35,0,0,NaN,0,0,0,NaN,4 beds,TRUE,TRUE,,TRUE,,,,,,,,TRUE,,,,,,,,TRUE,TRUE,,,,,,,,,TRUE,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,3614,0,1305,1225,0,4,1080,1030062054031275635,Apartment in Sabaneta,01/18/25 - 01/21/25,0,270,9,4.75,4.75 (12),25,https://www.airbnb.com/rooms/1030062054031275635?,23,0,0,NaN,0,0,0,NaN,,,TRUE,,TRUE,,,,,,,,,TRUE,TRUE,TRUE,TRUE,,,,TRUE,,,,,,,,FALSE,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,3611,0,1180,1345,0,4,1080,1195003696456598365,Apartment in Sabaneta,01/18/25 - 01/21/25,0,270,34,5,5.0 (23),1,https://www.airbnb.com/rooms/1195003696456598365?,48,0,0,NaN,0,0,0,NaN,,TRUE,TRUE,,,,TRUE,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,3611,0,1190,1335,0,4,1080,51625430,Apartment in Sabaneta,01/18/25 - 01/21/25,0,270,32,4.97,4.97 (38),3,https://www.airbnb.com/rooms/51625430?,46,0,0,NaN,0,0,0,NaN,3 beds,TRUE,TRUE,,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,,,,,,TRUE,,,,,,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,3609,0,1245,1275,0,4,1080,1091476900678714349,Apartment in Sabaneta,01/18/25 - 01/21/25,0,270,21,4.85,4.85 (13),15,https://www.airbnb.com/rooms/1091476900678714349?,35,0,0,NaN,0,0,0,NaN,,,TRUE,,TRUE,,TRUE,,,,,,,TRUE,TRUE,TRUE,,,,,,TRUE,,,,TRUE,,,,,TRUE,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,3606,0,1185,1335,0,4,1080,971613717484258763,Apartment in Sabaneta,01/18/25 - 01/21/25,0,270,33,4.97,4.97 (68),3,https://www.airbnb.com/rooms/971613717484258763?,47,0,0,NaN,0,0,0,NaN,,TRUE,TRUE,,,,TRUE,,TRUE,,,,TRUE,TRUE,TRUE,TRUE,,TRUE,,TRUE,,TRUE,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,3606,0,1230,1290,0,4,1080,978184586517350276,Apartment in Sabaneta,01/18/25 - 01/21/25,0,270,24,4.88,4.88 (17),12,https://www.airbnb.com/rooms/978184586517350276?,38,0,0,NaN,0,0,0,NaN,3 beds,TRUE,TRUE,,TRUE,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,3606,0,1260,1260,0,4,1080,1111468365386717588,Apartment in Sabaneta,01/18/25 - 01/21/25,0,270,18,4.82,4.82 (17),18,https://www.airbnb.com/rooms/1111468365386717588?,32,0,0,NaN,0,0,0,NaN,4 beds,TRUE,TRUE,,TRUE,,TRUE,,,,,,TRUE,TRUE,TRUE,TRUE,,,,,,TRUE,,,,,,,FALSE,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,3606,0,1300,1220,0,4,1080,860392808307564463,Apartment in Sabaneta,01/18/25 - 01/21/25,0,270,10,4.74,4.74 (23),26,https://www.airbnb.com/rooms/860392808307564463?,24,0,0,NaN,0,0,0,NaN,,TRUE,TRUE,,TRUE,,,,,,,,TRUE,TRUE,TRUE,,,,TRUE,TRUE,,,,,,,,,FALSE,FALSE,,,,,,,,,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,3601,0,1215,1300,0,4,1080,699112054995768955,Loft in Sabaneta,01/18/25 - 01/21/25,0,270,27,4.9,4.9 (39),10,https://www.airbnb.com/rooms/699112054995768955?,41,0,0,NaN,0,0,0,NaN,,TRUE,TRUE,,TRUE,,,,,,,,TRUE,TRUE,,,,,,,,TRUE,,,,,,,FALSE,FALSE,TRUE,,,,,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,3601,0,1245,1270,0,4,1080,1203639433540181261,Apartment in Sabaneta,01/18/25 - 01/21/25,0,270,21,4.84,4.84 (19),16,https://www.airbnb.com/rooms/1203639433540181261?,35,0,0,NaN,0,0,0,NaN,2 beds,TRUE,TRUE,,TRUE,,,,,,,,TRUE,TRUE,TRUE,TRUE,,,,TRUE,TRUE,,,,,,,,FALSE,,,,,,,,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,3601,0,1250,1265,0,4,1080,1122564484750768026,Apartment in Sabaneta,01/18/25 - 01/21/25,0,270,20,4.83,4.83 (6),17,https://www.airbnb.com/rooms/1122564484750768026?,34,0,0,NaN,0,0,0,NaN,,TRUE,TRUE,,,,,,,,TRUE,,TRUE,TRUE,TRUE,TRUE,,,,,,,,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,3599,0,1210,1300,0,4,1080,853814058202386199,Loft in Sabaneta,01/18/25 - 01/21/25,0,270,28,4.9,4.9 (30),10,https://www.airbnb.com/rooms/853814058202386199?,42,0,0,NaN,0,0,0,NaN,2 beds,,TRUE,,TRUE,,TRUE,,,,,,,TRUE,TRUE,TRUE,,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,3599,0,1255,1255,0,4,1080,963229316858351465,Apartment in Sabaneta,01/18/25 - 01/21/25,0,270,19,4.81,4.81 (16),19,https://www.airbnb.com/rooms/963229316858351465?,33,0,0,NaN,0,0,0,NaN,,,TRUE,,TRUE,,,,,,,,,TRUE,TRUE,TRUE,,,,TRUE,TRUE,,,,,TRUE,,,FALSE,FALSE,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,3599,0,1275,1240,0,4,1080,14517509,Apartment in Sabaneta,01/18/25 - 01/21/25,0,270,15,4.78,4.78 (58),22,https://www.airbnb.com/rooms/14517509?,29,0,0,NaN,0,0,0,NaN,,,TRUE,,TRUE,,,,,,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,TRUE,,,,,,,,TRUE,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,3599,0,1305,1210,0,4,1080,971692571589098048,Apartment in Sabaneta,01/18/25 - 01/21/25,0,270,9,4.72,4.72 (29),28,https://www.airbnb.com/rooms/971692571589098048?,23,0,0,NaN,0,0,0,NaN,,,TRUE,,TRUE,,,,,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,3599,0,1325,1190,0,4,1080,32112148,Loft in Sabaneta,01/18/25 - 01/21/25,0,270,5,4.67,4.67 (58),32,https://www.airbnb.com/rooms/32112148?,18,0,0,NaN,0,0,0,NaN,3 beds,,TRUE,,TRUE,,TRUE,,,,,,,,TRUE,TRUE,,,TRUE,,,,,,,,,,,FALSE,,,,,,,TRUE,,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,3596,0,1175,1335,0,4,1080,1020436143435914892,Apartment in Sabaneta,01/18/25 - 01/21/25,0,270,35,4.97,4.97 (33),3,https://www.airbnb.com/rooms/1020436143435914892?,49,0,0,NaN,0,0,0,NaN,,TRUE,TRUE,,TRUE,,TRUE,TRUE,,,,,TRUE,,TRUE,,,,,,,TRUE,,,,,,,FALSE,,TRUE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,3594,0,1305,1205,0,4,1080,1028182756064715714,Loft in Sabaneta,01/18/25 - 01/21/25,0,270,9,4.71,4.71 (42),29,https://www.airbnb.com/rooms/1028182756064715714?,23,0,0,NaN,0,0,0,NaN,,,TRUE,,TRUE,,,,,,,,,TRUE,TRUE,,,,,,TRUE,,,,,,,,FALSE,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,3591,0,1195,1310,0,4,1080,930335553159337490,Apartment in Sabaneta,01/18/25 - 01/21/25,0,270,31,4.92,4.92 (25),8,https://www.airbnb.com/rooms/930335553159337490?,45,0,0,NaN,0,0,0,NaN,1 bed,TRUE,TRUE,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,TRUE,,,,,,,FALSE,FALSE,,,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,3591,0,1200,1305,0,4,1080,692607981188945655,Apartment in Sabaneta,01/18/25 - 01/21/25,0,270,30,4.91,4.91 (67),9,https://www.airbnb.com/rooms/692607981188945655?,44,0,0,NaN,0,0,0,NaN,2 double beds,TRUE,TRUE,,TRUE,,,,,,,,TRUE,TRUE,,,,,,,,TRUE,,TRUE,,,,,,FALSE,TRUE,,,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,3591,0,1210,1295,0,4,1080,50959813,Apartment in Sabaneta,01/18/25 - 01/21/25,0,270,28,4.89,4.89 (116),11,https://www.airbnb.com/rooms/50959813?,42,0,0,NaN,0,0,0,NaN,1 queen bed,TRUE,TRUE,,,,TRUE,TRUE,,,,,TRUE,TRUE,TRUE,,,,TRUE,TRUE,,TRUE,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,3591,0,1250,1255,0,4,1080,1203157006642629214,Apartment in Sabaneta,01/18/25 - 01/21/25,0,270,20,4.81,4.81 (16),19,https://www.airbnb.com/rooms/1203157006642629214?,34,0,0,NaN,0,0,0,NaN,1 bed,TRUE,TRUE,,TRUE,,,,,,,,TRUE,,,,,,,,TRUE,TRUE,,,,,,,FALSE,FALSE,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,3584,0,1300,1200,0,4,1080,1031066639035991670,Apartment in Sabaneta,01/18/25 - 01/21/25,0,270,10,4.69,4.69 (16),30,https://www.airbnb.com/rooms/1031066639035991670?,24,0,0,NaN,0,0,0,NaN,1 bed,,TRUE,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,3581,0,1150,1345,0,4,1080,1191498506023833381,Apartment in Sabaneta,01/18/25 - 01/21/25,0,270,40,5,5.0 (10),1,https://www.airbnb.com/rooms/1191498506023833381?,55,0,0,NaN,0,0,0,NaN,,TRUE,TRUE,,TRUE,,,,,,,,TRUE,TRUE,,,,,,,TRUE,TRUE,,TRUE,,,,,FALSE,FALSE,,,,,,,,,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,3581,0,1175,1320,0,4,1080,626258831601389693,Condo in Sabaneta,01/18/25 - 01/21/25,0,270,35,4.94,4.94 (66),6,https://www.airbnb.com/rooms/626258831601389693?,49,0,0,NaN,0,0,0,NaN,3 beds,TRUE,TRUE,,TRUE,,TRUE,TRUE,TRUE,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,3581,0,1190,1305,0,4,1080,1185632660252093871,Apartment in Sabaneta,01/18/25 - 01/21/25,0,270,32,4.91,4.91 (11),9,https://www.airbnb.com/rooms/1185632660252093871?,46,0,0,NaN,0,0,0,NaN,,TRUE,TRUE,,TRUE,,TRUE,,,,,,TRUE,TRUE,TRUE,,,,,,TRUE,TRUE,,TRUE,,,,,FALSE,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
