rank,totalRankScore,totalPriceRankScore,nightlyRateScore,reviewRankScore,rareFindScore,acScore,wifiScore,id,title,dates,totalPrice,totalPriceRank,nightlyRateRank,reviewScore,reviewScoreString,reviewScoreRank,url,nightlyRateDisplay,nights,nightlyTotalDisplay,nightlyTotalDisplayPercent,cleaningFee,airbnbFee,feeTotal,feePercent,beds,,Kitchen,Wifi,Dedicated workspace,Hot tub,Pets allowed,TV with Fire TV,Elevator,Washer,Carbon monoxide alarm,Smoke alarm,City skyline view,Mountain view,75 inch HDTV with Amazon Prime Video,HBO Max,Hulu,Netflix,Free washer – In unit,Free dryer – In unit,Exterior security cameras on property,Free parking on premises,TV,Fast wifi – 396 Mbps,Free parking garage on premises – 1 space,Shared sauna,Free dryer,Pool,Air conditioning,Hair dryer,Luggage dropoff allowed,Fast wifi – 94 Mbps,Lock on bedroom door,Dryer,Patio or balcony,Free parking garage on premises,Private hot tub - available all year,open 24 hours,TV with standard cable,Fast wifi – 321 Mbps,40 inch HDTV,Private patio or balcony,Samsung refrigerator,Microwave,Long term stays allowed,Refrigerator,Free street parking,40 inch HDTV with standard cable,Fast wifi – 407 Mbps,Shared outdoor pool - available all year,open specific hours,heated,infinity,rooftop,Shared hot tub - available all year,open specific hours,Backyard,Fast wifi – 375 Mbps,Bathtub,Shared backyard – Fully fenced,Valley view,Fast wifi – 86 Mbps,Shared outdoor pool - available all year,open specific hours,heated,Shared hot tub,Fast wifi – 198 Mbps,Free parking garage on premises – 2 spaces,Shared outdoor pool - available all year,heated,infinity,HDTV with Amazon Prime Video,Apple TV,Disney+,Netflix,Smoking allowed,Fast wifi – 93 Mbps,Private hot tub - available all year,Fast wifi – 91 Mbps,Garden view,Fast wifi – 138 Mbps,HDTV with Amazon Prime Video,Disney+,HBO Max,Netflix,Fast wifi – 202 Mbps,52 inch HDTV with standard cable,premium cable,Sauna,55 inch HDTV,Paid washer – In building,Paid dryer – In building,Fast wifi – 166 Mbps,Free carport on premises – 1 space,49 inch HDTV with Netflix,AC - split type ductless system,Park view,Fast wifi – 61 Mbps,43 inch HDTV with Netflix,Free dryer – In building,Fast wifi – 211 Mbps,65 inch HDTV with standard cable,Fast wifi – 328 Mbps,HDTV with Roku,Private backyard,Fire pit,Fast wifi – 273 Mbps,50 inch HDTV with premium cable,High chair,Free driveway parking on premises,42 inch TV,Fast wifi – 530 Mbps,EV charger,55 inch HDTV with Netflix,standard cable,Shared outdoor pool - available all year,open specific hours,heated,infinity,lap pool,rooftop,60 inch HDTV with standard cable,Shared outdoor pool - available all year,open specific hours,HDTV with Netflix,Shared pool,42 inch HDTV with standard cable,Wifi – 44 Mbps,32 inch HDTV with premium cable,Private hot tub,55 inch HDTV with Chromecast,Free washer,55 inch HDTV with Netflix,Fast wifi – 576 Mbps,Free parking on premises – 1 space,Central air conditioning,60 inch HDTV with Netflix,Amazon Prime Video,HDTV with Disney+,Netflix,Shared backyard,HDTV,Courtyard view,HDTV with standard cable,Free driveway parking on premises – 1 space,Fast wifi – 510 Mbps,Free washer – In building,Fast wifi – 139 Mbps,HDTV with Netflix,premium cable,43 inch HDTV with Apple TV,Disney+,Netflix,HBO Max,50 inch HDTV,Free residential garage on premises – 1 space,Outdoor pool - available all year,open specific hours,Shared indoor pool - available all year,open specific hours,rooftop,60 inch HDTV with Netflix,Portable air conditioning,Fast wifi – 313 Mbps,Washer – In unit,Fast wifi – 327 Mbps,50 inch HDTV with Amazon Prime Video,HBO Max,Netflix,premium cable,140 inch HDTV with HBO Max,Netflix,DVD player,Private sauna,45 inch TV with Netflix,Fast wifi – 60 Mbps,Fast wifi – 318 Mbps,60 inch HDTV with Apple TV,Amazon Prime Video,Disney+,Netflix,standard cable,TV with standard cable,Netflix,Free residential garage on premises – 2 spaces,Shared outdoor pool - available all year,open specific hours,olympic-sized,43 inch HDTV with standard cable,Shared patio or balcony,Fast wifi – 69 Mbps,43 inch HDTV with HBO Max,premium cable,42 inch HDTV with Netflix,58 inch HDTV,50 inch HDTV with standard cable,Fast wifi – 317 Mbps,Fast wifi – 506 Mbps,Shared outdoor pool - available all year,open specific hours,lap pool,55 inch HDTV with Chromecast,Disney+,Netflix,Fast wifi – 258 Mbps,Free residential garage on premises,Fast wifi – 503 Mbps,Fast wifi – 165 Mbps,55 inch HDTV with Amazon Prime Video,Disney+,HBO Max,Netflix,premium cable,standard cable,46 inch HDTV with Fire TV,Netflix,Shared outdoor pool - available all year,open specific hours,heated,infinity,52 inch HDTV with Roku,Netflix,Apple TV,Disney+,Amazon Prime Video,HBO Max,Shared pool - available all year,open specific hours,43 inch HDTV,Private indoor pool - available all year,open 24 hours,infinity,pool toys,Free carport on premises – 2 spaces,HDTV with Netflix,Amazon Prime Video,Disney+,Beach access – Beachfront,Washer – In building,Dryer – In building,Fast wifi – 309 Mbps,43 inch HDTV with standard cable,Netflix,55 inch HDTV with standard cable,Shared outdoor pool - available all year,open specific hours,heated,olympic-sized,43 inch TV with Disney+,Netflix,HDTV with Roku,standard cable,60 inch HDTV,50 inch TV,Fast wifi – 295 Mbps,Fast wifi – 143 Mbps,32 inch HDTV,Shared pool - open specific hours,58 inch HDTV with premium cable,32 inch HDTV with standard cable,Wifi – 9 Mbps,Private hot tub - available all year,open specific hours,Shared backyard – Not fully fenced,Breakfast,Private indoor pool - available all year,heated,43 inch HDTV with Netflix,standard cable,Private outdoor pool - available all year,open specific hours,lap pool,42 inch HDTV with Chromecast,Disney+,Netflix,Children’s books and toys,Pack ’n play/Travel crib,Haceb refrigerator,Paid parking on premises,Indoor fireplace
111,4144,1200,780,1200,0,undefined,964,1097963184618699077,Condo in Medellín,01/18/25 - 01/21/25,0,1,85,5,5.0 (49),1,https://www.airbnb.com/rooms/1097963184618699077,125,0,0,NaN,0,0,0,NaN,,111,,TRUE,,TRUE,,,,,,FALSE,FALSE,TRUE,TRUE,,,,TRUE,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,4144,1200,1000,980,0,undefined,964,1276234987996862494,Apartment in El Poblado,01/18/25 - 01/21/25,0,1,41,5,5.0 (4),45,https://www.airbnb.com/rooms/1276234987996862494,56,0,0,NaN,0,0,0,NaN,3 beds,112,,TRUE,TRUE,TRUE,,,,TRUE,TRUE,FALSE,FALSE,,,,,,,TRUE,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,4144,1200,805,1175,0,undefined,964,735015696600762533,Apartment in Medellín,01/18/25 - 01/21/25,0,1,80,4.94,4.94 (123),6,https://www.airbnb.com/rooms/735015696600762533,112,0,0,NaN,0,0,0,NaN,2 beds,113,,TRUE,TRUE,TRUE,,,,TRUE,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,4144,1200,1050,930,0,undefined,964,895815690679213392,Apartment in Medellín,01/18/25 - 01/21/25,0,1,31,4.94,4.94 (105),55,https://www.airbnb.com/rooms/895815690679213392,45,0,0,NaN,0,0,0,NaN,,114,,TRUE,TRUE,TRUE,,TRUE,,TRUE,TRUE,,,,,,,,,TRUE,TRUE,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,4144,1200,1065,915,0,undefined,964,907302669717074782,Apartment in El Poblado,01/18/25 - 01/21/25,0,1,28,4.91,4.91 (66),58,https://www.airbnb.com/rooms/907302669717074782,42,0,0,NaN,0,0,0,NaN,,115,,,TRUE,,,,,TRUE,TRUE,FALSE,FALSE,,,,,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,4134,1200,785,1185,0,undefined,964,1005048130457233101,Cabin in Medellín,01/18/25 - 01/21/25,0,1,84,4.96,4.96 (24),4,https://www.airbnb.com/rooms/1005048130457233101,120,0,0,NaN,0,0,0,NaN,,116,,TRUE,TRUE,,,TRUE,,,,FALSE,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,4134,1200,1060,910,0,undefined,964,901514694971511175,Apartment in El Poblado,01/18/25 - 01/21/25,0,1,29,4.9,4.9 (61),59,https://www.airbnb.com/rooms/901514694971511175,43,0,0,NaN,0,0,0,NaN,1 double bed,117,,TRUE,,TRUE,,TRUE,,,TRUE,FALSE,FALSE,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,4129,1200,765,1200,0,undefined,964,1199549410165973792,Apartment in Medellín,01/18/25 - 01/21/25,0,1,88,5,5.0 (24),1,https://www.airbnb.com/rooms/1199549410165973792,134,0,0,NaN,0,0,0,NaN,,118,,TRUE,TRUE,TRUE,,,,TRUE,TRUE,FALSE,FALSE,,,,,,,TRUE,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,4129,1200,835,1130,0,undefined,964,1198621776895483493,Apartment in Medellín,01/18/25 - 01/21/25,0,1,74,4.89,4.89 (18),15,https://www.airbnb.com/rooms/1198621776895483493,103,0,0,NaN,0,0,0,NaN,2 beds,119,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,TRUE,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,4124,1200,760,1200,0,undefined,964,1241996904504865129,Home in Medellín,01/18/25 - 01/21/25,0,1,89,5,5.0 (3),1,https://www.airbnb.com/rooms/1241996904504865129,135,0,0,NaN,0,0,0,NaN,,120,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,4119,1200,1120,835,0,undefined,964,23709640,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,0,1,17,4.47,4.47 (173),74,https://www.airbnb.com/rooms/23709640,31,0,0,NaN,0,0,0,NaN,1 queen bed,121,,TRUE,TRUE,TRUE,,,,TRUE,TRUE,FALSE,FALSE,,,,,,,,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,4114,1200,1025,925,0,undefined,964,786908775335560631,Loft in El Poblado,01/18/25 - 01/21/25,0,1,36,4.93,4.93 (120),56,https://www.airbnb.com/rooms/786908775335560631,50,0,0,NaN,0,0,0,NaN,,122,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,4109,1200,1120,825,0,undefined,964,1325505964818915492,Apartment in Medellín,01/18/25 - 01/21/25,0,1,17,,New,76,https://www.airbnb.com/rooms/1325505964818915492,31,0,0,NaN,0,0,0,NaN,2 beds,123,,TRUE,TRUE,,TRUE,,,TRUE,,,FALSE,,,,,,,,TRUE,,,,,,,TRUE,,,,TRUE,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,4104,1200,1100,840,0,undefined,964,646265380274237487,Loft in El Poblado,01/18/25 - 01/21/25,0,1,21,4.67,4.67 (220),73,https://www.airbnb.com/rooms/646265380274237487,35,0,0,NaN,0,0,0,NaN,,124,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,4099,1200,960,975,0,undefined,964,738465623140529690,Loft in El Poblado,01/18/25 - 01/21/25,0,1,49,4.99,4.99 (68),46,https://www.airbnb.com/rooms/738465623140529690,65,0,0,NaN,0,0,0,NaN,2 beds,125,,TRUE,,TRUE,,TRUE,,TRUE,,,,TRUE,,,TRUE,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,4099,1200,800,1135,0,undefined,964,46776242,Place to stay in Medellín,01/18/25 - 01/21/25,0,1,81,4.9,4.9 (157),14,https://www.airbnb.com/rooms/46776242,115,0,0,NaN,0,0,0,NaN,2 beds,126,,TRUE,,TRUE,,,,TRUE,,FALSE,,,TRUE,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,4094,1200,750,1180,0,undefined,964,1194236913771254172,Apartment in Medellín,01/18/25 - 01/21/25,0,1,91,4.95,4.95 (20),5,https://www.airbnb.com/rooms/1194236913771254172,141,0,0,NaN,0,0,0,NaN,2 beds,127,,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,TRUE,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,4089,1200,735,1190,0,undefined,964,1015540055548082408,Home in Medellín,01/18/25 - 01/21/25,0,1,94,4.97,4.97 (37),3,https://www.airbnb.com/rooms/1015540055548082408,149,0,0,NaN,0,0,0,NaN,8 beds,128,,TRUE,TRUE,TRUE,,TRUE,,,,FALSE,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,4089,1200,1185,740,0,undefined,964,1095711189489471546,Loft in Medellín,01/18/25 - 01/21/25,0,1,4,4.9,4.9 (21),93,https://www.airbnb.com/rooms/1095711189489471546,14,0,0,NaN,0,0,0,NaN,1 bed,129,,,TRUE,TRUE,,,,,TRUE,FALSE,FALSE,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,4084,1200,1155,765,0,undefined,964,1108734619915114257,Apartment in Medellín,01/18/25 - 01/21/25,0,1,10,4.95,4.95 (19),88,https://www.airbnb.com/rooms/1108734619915114257,22,0,0,NaN,0,0,0,NaN,,130,,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,FALSE,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,4079,1200,1030,885,0,undefined,964,1232669362354382140,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,0,1,35,4.83,4.83 (6),64,https://www.airbnb.com/rooms/1232669362354382140,49,0,0,NaN,0,0,0,NaN,,131,,TRUE,TRUE,,,,,,TRUE,FALSE,FALSE,,,,,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,4074,1200,730,1180,0,undefined,964,871641523090150074,Apartment in Medellín,01/18/25 - 01/21/25,0,1,95,4.95,4.95 (111),5,https://www.airbnb.com/rooms/871641523090150074,151,0,0,NaN,0,0,0,NaN,,132,,TRUE,TRUE,TRUE,,,,,,FALSE,FALSE,TRUE,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,4074,1200,1080,830,0,undefined,964,1325591430387834616,Apartment in Medellín,01/18/25 - 01/21/25,0,1,25,,New,75,https://www.airbnb.com/rooms/1325591430387834616,39,0,0,NaN,0,0,0,NaN,1 sofa bed,133,,TRUE,TRUE,TRUE,,,,TRUE,,FALSE,FALSE,,,,TRUE,TRUE,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,4069,1200,925,980,0,undefined,964,1194206436421608776,Apartment in El Poblado,01/18/25 - 01/21/25,0,1,56,5,5.0 (9),45,https://www.airbnb.com/rooms/1194206436421608776,75,0,0,NaN,0,0,0,NaN,1 bed,134,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,TRUE,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,4069,1200,720,1185,0,undefined,964,933659507338409276,Apartment in Medellín,01/18/25 - 01/21/25,0,1,97,4.96,4.96 (83),4,https://www.airbnb.com/rooms/933659507338409276,159,0,0,NaN,0,0,0,NaN,,135,,TRUE,,TRUE,,TRUE,,,,FALSE,FALSE,,,,,,,TRUE,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
