,rank,totalRankScore,totalPriceRankScore,nightlyRateScore,reviewRankScore,rareFindScore,acScore,wifiScore,guestFavoriteScore,superhostScore,id,LikeIt,MessageSent,Responded,title,dates,totalPrice,totalPriceRank,nightlyRateRank,reviewScore,reviewScoreString,reviewScoreRank,url,nightlyRateDisplay,nights,nightlyTotalDisplay,nightlyTotalDisplayPercent,cleaningFee,airbnbFee,feeTotal,feePercent,beds,guest_favorite,Kitchen,Wifi,Free street parking,Pets allowed,40 inch HDTV,Washer,SAMSUNG refrigerator,Microwave,Carbon monoxide alarm,Smoke alarm,Guest favorite,Refrigerator,Dedicated workspace,Free parking on premises,65 inch HDTV with HBO Max,Netflix,standard cable,Patio or balcony,Superhost,TV,Private patio or balcony,Exterior security cameras on property,TV with Roku,Private backyard,Luggage dropoff allowed,City skyline view,32 inch HDTV with premium cable,Free washer – In unit,Hair dryer,Long term stays allowed,Backyard,Mountain view,Valley view,Outdoor pool - available all year,open specific hours,Fast wifi – 522 Mbps,43 inch HDTV with Netflix,premium cable,Smoking allowed,Paid parking on premises,Hot tub,Air conditioning,Fire pit,Free parking garage on premises – 1 space,Free residential garage on premises – 1 space,Pool,Shared hot tub - available all year,open specific hours,Shared sauna,Elevator,Paid washer – In building,Paid dryer – In building,Fast wifi – 192 Mbps,TV with standard cable,Wifi – 30 Mbps,HDTV with Netflix,standard cable,EV charger,Fast wifi – 321 Mbps,Samsung refrigerator,Garden view,Shared pool,Bathtub,Dryer,Free driveway parking on premises – 2 spaces,Shared outdoor pool - available all year,open 24 hours,Private hot tub - available all year,open 24 hours,River view,Fast wifi – 220 Mbps,Courtyard view,Free driveway parking on premises,43 inch HDTV with Netflix,Roku,HDTV with Netflix,Free dryer – In unit,Shared patio or balcony,Haceb refrigerator,Fast wifi – 200 Mbps,HDTV with standard cable,Shared outdoor pool - available all year,open specific hours,Mabe refrigerator,55 inch HDTV with Netflix,50 inch HDTV,Park view,Fast wifi – 510 Mbps,Free washer – In building,Shared hot tub,Free dryer – In building,Central air conditioning,Private backyard – Fully fenced,Fast wifi – 363 Mbps,43 inch HDTV with Netflix,standard cable,Paid washer,Fast wifi – 463 Mbps,43 inch HDTV with HBO Max,Netflix,standard cable,Private backyard – Not fully fenced,Free carport on premises,HDTV with standard cable,Netflix,Lake view,Private hot tub,TV with Fire TV,Washer – In unit,High chair,43 inch HDTV,AC - split type ductless system,30 inch TV with Roku,Netflix,Ae refrigerator,Wifi – 5 Mbps,Fast wifi – 60 Mbps,Free residential garage on premises,40 inch HDTV with Chromecast,standard cable,Fast wifi – 175 Mbps,32 inch HDTV with standard cable,Fast wifi – 182 Mbps,55 inch HDTV with Amazon Prime Video,Netflix,standard cable,Shared outdoor pool - available all year,open specific hours,lap pool,55 inch HDTV with Chromecast,Disney+,Netflix,50 inch HDTV with standard cable,55 inch HDTV,Portable air conditioning,Free parking garage on premises,Shared outdoor pool - available all year,open specific hours,rooftop,HDTV with Netflix,Disney+,Fast wifi – 218 Mbps,49 inch HDTV with standard cable,Fast wifi – 249 Mbps,Free carport on premises – 2 spaces,40 inch HDTV with Netflix,standard cable,HDTV with Amazon Prime Video,Disney+,Netflix,40 inch HDTV with HBO Max,Netflix,Fast wifi – 264 Mbps,43 inch HDTV with standard cable,Amazon Prime Video,Disney+,Netflix,HBO Max,HDTV with Netflix,Amazon Prime Video,standard cable,Shared pool - available all year,Fast wifi – 252 Mbps,Fast wifi – 315 Mbps,Shared indoor pool - available all year,open specific hours,rooftop,32 inch HDTV with Netflix,standard cable,Free driveway parking on premises – 1 space,Shared outdoor pool - available all year,open specific hours,heated,32 inch TV with standard cable,TV with Netflix,Free washer,43 inch HDTV with standard cable,Fast wifi – 81 Mbps,HDTV with Amazon Prime Video,Netflix,Fast wifi – 318 Mbps,HDTV with standard cable,Roku,Netflix,premium cable,32 inch HDTV with Netflix,premium cable,43 inch HDTV with Netflix,premium cable,standard cable,Fast wifi – 306 Mbps,Free carport on premises – 1 space,32 inch HDTV with Roku,43 inch HDTV with Netflix,standard cable,Disney+,HBO Max,Amazon Prime Video,Private pool - available all year,open specific hours,65 inch HDTV with Netflix,Pool view,Wifi – 9 Mbps,Private hot tub - available all year,open specific hours,Shared backyard – Not fully fenced,Breakfast,Private indoor pool - available all year,open specific hours,heated,lap pool,Fast wifi – 106 Mbps,Canal view,90 inch HDTV with Netflix,standard cable,Dryer – In unit,43 inch TV with Netflix,LG refrigerator,Paid parking lot on premises – 1 space,Crib,Shared pool - open specific hours,Waterfront,Shared outdoor pool - open specific hours,infinity,lap pool,pool toys
,104,1670,650,0,1020,0,0,0,0,0,1249290489636275549,,,,Apartment in Medellín,01/18/25 - 01/21/25,153,75,22,5,5.0 (4),1,https://www.airbnb.com/rooms/1249290489636275549?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,38,3,132,0.862745098,20,19,39,0.2549019608,2 beds,,TRUE,,,,,TRUE,,,FALSE,FALSE,,,TRUE,TRUE,,,TRUE,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,105,1670,780,0,890,0,0,0,0,0,932814441169988722,,,,Apartment in Bello,01/18/25 - 01/21/25,118,49,14,4.72,4.72 (43),27,https://www.airbnb.com/rooms/932814441169988722?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,30,3,90,0.7627118644,13,15,28,0.2372881356,3 beds,,TRUE,TRUE,,TRUE,,,,,FALSE,FALSE,,,TRUE,,,,TRUE,TRUE,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,106,1665,645,0,1020,0,0,0,0,0,1261517782757049806,,,,Apartment in Medellín,01/18/25 - 01/21/25,155,76,34,5,5.0 (3),1,https://www.airbnb.com/rooms/1261517782757049806?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,50,3,150,0.9677419355,5,0,5,0.03225806452,,,TRUE,TRUE,TRUE,,,TRUE,,,FALSE,FALSE,,,TRUE,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,107,1665,700,0,965,0,0,0,0,0,795969763361162075,,,,Apartment in Medellín,01/18/25 - 01/21/25,137,65,19,4.89,4.89 (114),12,https://www.airbnb.com/rooms/795969763361162075?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,35,3,105,0.7664233577,15,17,32,0.2335766423,,TRUE,TRUE,TRUE,,TRUE,,TRUE,,,,,TRUE,,TRUE,TRUE,,,,TRUE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,108,1665,815,0,850,0,0,0,0,0,51755364,,,,Apartment in Medellín,01/18/25 - 01/21/25,110,42,17,4.63,4.63 (177),35,https://www.airbnb.com/rooms/51755364?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,33,3,99,0.9,11,0,11,0.1,2 beds,,TRUE,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,TRUE,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,109,1660,640,0,1020,0,0,0,0,0,1215240162994784824,,,,Apartment in Medellín,01/18/25 - 01/21/25,156,77,24,5,5.0 (11),1,https://www.airbnb.com/rooms/1215240162994784824?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,40,3,119,0.7628205128,15,22,37,0.2371794872,1 bed,TRUE,TRUE,TRUE,,,,TRUE,,,FALSE,FALSE,TRUE,TRUE,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,110,1660,665,0,995,0,0,0,0,0,50045592,,,,Cabin in Medellín,01/18/25 - 01/21/25,150,72,30,4.95,4.95 (211),6,https://www.airbnb.com/rooms/50045592?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,46,3,138,0.92,12,0,12,0.08,,TRUE,TRUE,TRUE,,TRUE,,,,,,,TRUE,,TRUE,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,111,1660,675,0,985,0,0,0,0,0,643705849521716953,,,,Vacation home in Bello,01/18/25 - 01/21/25,147,70,23,4.93,4.93 (14),8,https://www.airbnb.com/rooms/643705849521716953?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,39,3,117,0.7959183673,9,21,30,0.2040816327,,,TRUE,TRUE,,TRUE,,,,,FALSE,FALSE,,,TRUE,,,,,,,,,,,,,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,112,1655,700,0,955,0,0,0,0,0,1152135982079745771,,,,Loft in Medellín,01/18/25 - 01/21/25,137,65,30,4.87,4.87 (55),14,https://www.airbnb.com/rooms/1152135982079745771?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,46,3,137,1,0,0,0,0,,TRUE,TRUE,TRUE,,TRUE,,,,,,,TRUE,,TRUE,TRUE,,,,,,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113,1655,835,0,820,0,0,0,0,0,51749977,,,,Apartment in Bello,01/18/25 - 01/21/25,105,38,10,4.29,4.29 (24),41,https://www.airbnb.com/rooms/51749977?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,25,3,74,0.7047619048,16,15,31,0.2952380952,3 double beds,,TRUE,TRUE,TRUE,TRUE,,,,,FALSE,FALSE,,TRUE,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,114,1650,805,0,845,0,0,0,0,0,1151760800067306139,,,,Apartment in Bello,01/18/25 - 01/21/25,112,44,13,4.57,4.57 (14),36,https://www.airbnb.com/rooms/1151760800067306139?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,29,3,86,0.7678571429,10,16,26,0.2321428571,,,TRUE,TRUE,TRUE,TRUE,,,,,FALSE,,,,TRUE,,,,TRUE,TRUE,,TRUE,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,115,1640,655,0,985,0,0,0,0,0,654993639852459100,,,,Tiny home in Medellín,01/18/25 - 01/21/25,152,74,30,4.93,4.93 (184),8,https://www.airbnb.com/rooms/654993639852459100?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,46,3,138,0.9078947368,14,0,14,0.09210526316,,TRUE,TRUE,TRUE,,TRUE,,,,,,FALSE,TRUE,,,TRUE,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,116,1635,685,0,950,0,0,0,0,0,677065997439756879,,,,Loft in Medellín,01/18/25 - 01/21/25,143,68,19,4.86,4.86 (117),15,https://www.airbnb.com/rooms/677065997439756879?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,35,3,105,0.7342657343,20,18,38,0.2657342657,,TRUE,TRUE,TRUE,,TRUE,,,,,,,TRUE,,TRUE,TRUE,,,,,,,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,117,1635,825,0,810,0,0,0,0,0,1023136417239902868,,,,Apartment in Bello,01/18/25 - 01/21/25,108,40,11,,,43,https://www.airbnb.com/rooms/1023136417239902868?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,26,3,79,0.7314814815,14,15,29,0.2685185185,1 sofa bed,,TRUE,TRUE,,TRUE,,TRUE,,,FALSE,FALSE,,,TRUE,TRUE,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,118,1630,610,0,1020,0,0,0,0,0,1263769456381535784,,,,Apartment in Medellín,01/18/25 - 01/21/25,169,83,34,5,5.0 (12),1,https://www.airbnb.com/rooms/1263769456381535784?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,50,3,165,0.9763313609,0,21,21,0.124260355,,TRUE,TRUE,TRUE,,,,,,TRUE,,,TRUE,,TRUE,TRUE,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,TRUE,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,119,1630,610,0,1020,0,0,0,0,0,1206591410023391333,,,,Home in Medellín,01/18/25 - 01/21/25,169,83,28,5,5.0 (16),1,https://www.airbnb.com/rooms/1206591410023391333?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,44,3,131,0.775147929,14,24,38,0.224852071,,TRUE,TRUE,,,TRUE,,,,,FALSE,FALSE,TRUE,,TRUE,,,,,,,TRUE,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,120,1630,630,0,1000,0,0,0,0,0,10450836,,,,Apartment in Medellín,01/18/25 - 01/21/25,163,79,25,4.96,4.96 (25),5,https://www.airbnb.com/rooms/10450836?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,41,3,123,0.754601227,20,20,40,0.245398773,,TRUE,TRUE,TRUE,,TRUE,TRUE,,,,FALSE,FALSE,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,TRUE,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,121,1625,605,0,1020,0,0,0,0,0,1081414731701057836,,,,Apartment in Bello,01/18/25 - 01/21/25,172,84,30,5,5.0 (3),1,https://www.airbnb.com/rooms/1081414731701057836?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,46,3,137,0.7965116279,11,24,35,0.2034883721,,,TRUE,TRUE,,TRUE,,TRUE,,,FALSE,,,TRUE,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,122,1625,635,0,990,0,0,0,0,0,1002822430907152294,,,,Apartment in Bello,01/18/25 - 01/21/25,157,78,25,4.94,4.94 (18),7,https://www.airbnb.com/rooms/1002822430907152294?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,41,3,124,0.7898089172,11,22,33,0.2101910828,4 beds,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,,TRUE,,TRUE,,,,,TRUE,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,123,1620,600,0,1020,0,0,0,0,0,1004003999672289522,,,,Apartment in Bello,01/18/25 - 01/21/25,173,85,30,5,5.0 (25),1,https://www.airbnb.com/rooms/1004003999672289522?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,46,3,138,0.7976878613,11,24,35,0.2023121387,3 beds,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,FALSE,FALSE,TRUE,,TRUE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,124,1620,600,0,1020,0,0,0,0,0,1287205304029369639,,,,Apartment in Bello,01/18/25 - 01/21/25,173,85,30,5,5.0 (5),1,https://www.airbnb.com/rooms/1287205304029369639?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,46,3,138,0.7976878613,11,24,35,0.2023121387,,,TRUE,TRUE,TRUE,,,TRUE,,,FALSE,FALSE,,,TRUE,,,,,TRUE,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,125,1620,620,0,1000,0,0,0,0,0,1131247400002710601,,,,Loft in Medellín,01/18/25 - 01/21/25,165,81,38,4.96,4.96 (45),5,https://www.airbnb.com/rooms/1131247400002710601?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,55,3,165,1,0,0,0,0,,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,,,TRUE,,TRUE,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,TRUE,,,,,,,,TRUE,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,126,1620,655,0,965,0,0,0,0,0,1279149658816091267,,,,Loft in Medellín,01/18/25 - 01/21/25,152,74,35,4.89,4.89 (18),12,https://www.airbnb.com/rooms/1279149658816091267?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,51,3,152,1,0,0,0,0,,TRUE,TRUE,TRUE,,TRUE,,TRUE,,,FALSE,FALSE,TRUE,,TRUE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,127,1620,660,0,960,0,0,0,0,0,814684386480000581,,,,Apartment in Bello,01/18/25 - 01/21/25,151,73,22,4.88,4.88 (50),13,https://www.airbnb.com/rooms/814684386480000581?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,38,3,114,0.7549668874,16,21,37,0.2450331126,,TRUE,TRUE,TRUE,,,,,,,,,TRUE,,TRUE,TRUE,,,,,,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,128,1620,670,0,950,0,0,0,0,0,1151410939484593475,,,,Loft in Medellín,01/18/25 - 01/21/25,148,71,21,4.86,4.86 (36),15,https://www.airbnb.com/rooms/1151410939484593475?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,37,3,110,0.7432432432,17,21,38,0.2567567568,,TRUE,TRUE,TRUE,,,,TRUE,,,FALSE,FALSE,TRUE,,TRUE,TRUE,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,129,1615,630,0,985,0,0,0,0,0,716014686002708737,,,,Apartment in Medellín,01/18/25 - 01/21/25,163,79,25,4.93,4.93 (120),8,https://www.airbnb.com/rooms/716014686002708737?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,41,3,123,0.754601227,20,20,40,0.245398773,1 queen bed,TRUE,TRUE,TRUE,,,,TRUE,,,,,TRUE,,TRUE,TRUE,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,130,1615,670,0,945,0,0,0,0,0,53710799,,,,Loft in Medellín,01/18/25 - 01/21/25,148,71,33,4.85,4.85 (211),16,https://www.airbnb.com/rooms/53710799?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,49,3,148,1,0,0,0,0,,,TRUE,,,TRUE,,,,,,,,,TRUE,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
