,rank,totalRankScore,totalPriceRankScore,nightlyRateScore,reviewRankScore,rareFindScore,acScore,wifiScore,guestFavoriteScore,superhostScore,id,LikeIt,MessageSent,Responded,title,dates,totalPrice,totalPriceRank,nightlyRateRank,reviewScore,reviewScoreString,reviewScoreRank,url,nightlyRateDisplay,nights,nightlyTotalDisplay,nightlyTotalDisplayPercent,cleaningFee,airbnbFee,feeTotal,feePercent,beds,Kitchen,Wifi,Dedicated workspace,Pets allowed,TV,Portable air conditioning,Luggage dropoff allowed,Microwave,Exterior security cameras on property,Carbon monoxide alarm,Superhost,guest_favorite,Free street parking,Elevator,Long term stays allowed,Smoke alarm,Guest favorite,Washer,Air conditioning,Haceb refrigerator,Fast wifi – 94 Mbps,Hair dryer,Free parking on premises,Backyard,Crib,Refrigerator,Private patio or balcony,City skyline view,Fast wifi – 599 Mbps,Smoking allowed,Hot tub,Paid washer – In building,Paid dryer – In building,Dryer,Mountain view,Free washer – In unit,TV with standard cable,LG refrigerator,32 inch HDTV with Netflix,AC - split type ductless system,Garden view,Free carport on premises,56 inch HDTV with standard cable,Central air conditioning,Shared patio or balcony,Fast wifi – 240 Mbps,Shared indoor pool - available seasonally,open specific hours,Courtyard view,Wifi – 28 Mbps,32 inch HDTV,High chair,Fast wifi – 164 Mbps,Shared outdoor pool - available all year,open specific hours,rooftop,43 inch HDTV with Netflix,premium cable,HDTV,Free parking garage on premises – 1 space,40 inch HDTV,Fast wifi – 200 Mbps,HDTV with standard cable,Free dryer – In unit,Park view,Fast wifi – 510 Mbps,Free washer – In building,Fast wifi – 235 Mbps,55 inch HDTV,Fast wifi – 463 Mbps,43 inch HDTV with HBO Max,Netflix,standard cable,Private backyard – Fully fenced,Patio or balcony,Free driveway parking on premises – 3 spaces,HDTV with Netflix,Shared hot tub,Fast wifi – 185 Mbps,55 inch HDTV with Netflix,43 inch HDTV,Shared sauna,Fast wifi – 60 Mbps,32 inch TV,Shared backyard – Not fully fenced,Fast wifi – 231 Mbps,Free dryer – In building,42 inch HDTV with Netflix,50 inch HDTV with Netflix,standard cable,Private hot tub - available all year,open 24 hours,43 inch HDTV with Amazon Prime Video,Netflix,standard cable,Fast wifi – 140 Mbps,TV with Netflix,standard cable,Wifi – 35 Mbps,58 inch HDTV with Netflix,standard cable,Window AC unit,45 inch HDTV with Netflix,Amazon Prime Video,Chromecast,55 inch TV with Netflix,standard cable,Wifi – 31 Mbps,32 inch HDTV with premium cable,Shared outdoor pool - available all year,open specific hours,lap pool,Private hot tub,55 inch HDTV with Chromecast,Disney+,Netflix,Fast wifi – 466 Mbps,Free residential garage on premises,Private backyard,Fast wifi – 105 Mbps,43 inch HDTV with Netflix,43 inch HDTV with Amazon Prime Video,Disney+,Netflix,Fast wifi – 187 Mbps,35 inch HDTV with premium cable,47 inch TV with standard cable,Free dryer,32 inch HDTV with Fire TV,standard cable,Bathtub,Shared hot tub - available all year,open specific hours,43 inch HDTV with Netflix,standard cable,Fast wifi – 249 Mbps,Free carport on premises – 2 spaces,Shared outdoor pool - available all year,open specific hours,25 inch TV,TV with Netflix,Fast wifi – 59 Mbps,HDTV with Amazon Prime Video,Disney+,Netflix,Free driveway parking on premises,HDTV with Chromecast,40 inch HDTV with Amazon Prime Video,Chromecast,Netflix,43 inch HDTV with standard cable,Amazon Prime Video,Disney+,Netflix,HBO Max,43 inch HDTV with standard cable,Pack ’n play/Travel crib,60 inch HDTV with Netflix,Fast wifi – 379 Mbps,Washer – In building,Free driveway parking on premises – 2 spaces,Fast wifi – 52 Mbps,40 inch HDTV with Fire TV,Roku,Fast wifi – 206 Mbps,Paid parking on premises,43 inch HDTV with Netflix,premium cable,standard cable,Fast wifi – 131 Mbps,40 inch TV with standard cable,Netflix,DVD player,Paid washer,Paid dryer,Mabe refrigerator,Fast wifi – 263 Mbps,32 inch HDTV with standard cable,Fast wifi – 217 Mbps,50 inch TV,60 inch HDTV with standard cable,Standalone high chair - always at the listing,43 inch TV,Fast wifi – 93 Mbps,Pool - open 24 hours,rooftop,Fast wifi – 205 Mbps,Challenger refrigerator,Paid parking lot on premises – 1 space,Fast wifi – 475 Mbps,Dryer – In unit,Free residential garage on premises – 1 space,43 inch TV with Netflix,49 inch TV with Netflix,Pool,Paid parking lot off premises,Sound system
,112,1950,805,0,1145,0,0,0,0,0,1273922312258862451,,,,Loft in Laureles-Estadio,01/18/25 - 01/21/25,152,69,36,5,5.0 (5),1,https://www.airbnb.com/rooms/1273922312258862451?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,51,3,152,1,0,0,0,0,,,TRUE,TRUE,TRUE,TRUE,,,,TRUE,FALSE,,,,TRUE,,FALSE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113,1950,975,0,975,0,0,0,0,0,51755364,Maybe,,,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,110,35,18,4.63,4.63 (177),35,https://www.airbnb.com/rooms/51755364?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,33,3,99,0.9,11,0,11,0.1,2 beds,TRUE,TRUE,TRUE,,,,,,,,,,,TRUE,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,114,1945,845,0,1100,0,0,0,0,0,53737912,,,,Loft in Laureles-Estadio,01/18/25 - 01/21/25,141,61,19,4.9,4.9 (89),10,https://www.airbnb.com/rooms/53737912?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,34,3,103,0.7304964539,18,20,38,0.2695035461,,TRUE,,TRUE,,,,,,TRUE,FALSE,,TRUE,TRUE,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,115,1945,860,0,1085,0,0,0,0,0,1152135982079745771,,,,Loft in Medellín,01/18/25 - 01/21/25,137,58,31,4.87,4.87 (55),13,https://www.airbnb.com/rooms/1152135982079745771?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,46,3,137,1,0,0,0,0,,TRUE,TRUE,TRUE,TRUE,,,,,TRUE,,,TRUE,,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,116,1945,880,0,1065,0,0,0,0,0,48389789,,,,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,130,54,20,4.83,4.83 (23),17,https://www.airbnb.com/rooms/48389789?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,35,3,180,1.384615385,10,16,26,0.2,,TRUE,,TRUE,TRUE,TRUE,,TRUE,,,,,TRUE,TRUE,,,,TRUE,TRUE,,,,TRUE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,117,1940,840,0,1100,0,0,0,0,0,52280611,,,,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,142,62,20,4.9,4.9 (175),10,https://www.airbnb.com/rooms/52280611?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,35,3,106,0.7464788732,16,20,36,0.2535211268,,TRUE,TRUE,TRUE,,,,,,TRUE,FALSE,,TRUE,TRUE,TRUE,,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,118,1940,885,0,1055,0,0,0,0,0,53429215,,,,Loft in Laureles,01/18/25 - 01/21/25,129,53,16,4.81,4.81 (67),19,https://www.airbnb.com/rooms/53429215?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,31,3,93,0.7209302326,18,18,36,0.2790697674,2 beds,TRUE,TRUE,TRUE,TRUE,,,,,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,119,1935,790,0,1145,0,0,0,0,0,1060136538851538605,Yes,,,Apartment in Medellín,01/18/25 - 01/21/25,155,72,23,5,5.0 (24),1,https://www.airbnb.com/rooms/1060136538851538605?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,38,3,115,0.7419354839,18,22,40,0.2580645161,,TRUE,TRUE,TRUE,,TRUE,,,,,FALSE,,TRUE,,TRUE,,FALSE,TRUE,,,,,,,,,,,TRUE,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,120,1935,790,0,1145,0,0,0,0,0,1261517782757049806,,,,Apartment in Medellín,01/18/25 - 01/21/25,155,72,35,5,5.0 (3),1,https://www.airbnb.com/rooms/1261517782757049806?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,50,3,150,0.9677419355,5,0,5,0.03225806452,,TRUE,TRUE,TRUE,,TRUE,,,,TRUE,FALSE,,,TRUE,TRUE,,FALSE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,121,1935,795,0,1140,0,0,0,0,0,52556031,Yes,,,Loft in Medellín,01/18/25 - 01/21/25,154,71,30,4.98,4.98 (61),2,https://www.airbnb.com/rooms/52556031?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,45,3,135,0.8766233766,0,19,19,0.1233766234,1 bed,TRUE,TRUE,TRUE,,,,,,,,,TRUE,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,122,1935,1030,0,905,0,0,0,0,0,1068923941038701958,,,,Apartment in Medellín,01/18/25 - 01/21/25,96,24,11,4.3,4.3 (30),49,https://www.airbnb.com/rooms/1068923941038701958?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,26,3,78,0.8125,18,0,18,0.1875,1 double bed,TRUE,TRUE,TRUE,,TRUE,,,TRUE,,FALSE,,,,,TRUE,,,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,123,1930,785,0,1145,0,0,0,0,0,1215240162994784824,,,,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,156,73,25,5,5.0 (11),1,https://www.airbnb.com/rooms/1215240162994784824?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,40,3,119,0.7628205128,15,22,37,0.2371794872,1 bed,TRUE,TRUE,TRUE,,,,TRUE,,,FALSE,,TRUE,,,,FALSE,TRUE,TRUE,TRUE,,,,,,,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,124,1930,850,0,1080,0,0,0,0,0,1010218880200581157,,,,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,139,60,19,4.86,4.86 (14),14,https://www.airbnb.com/rooms/1010218880200581157?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,34,3,102,0.7338129496,20,17,37,0.2661870504,,TRUE,,TRUE,,TRUE,,,,TRUE,,TRUE,,,TRUE,,,,,,,,,,,,,TRUE,TRUE,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,125,1930,1000,0,930,0,0,0,0,0,567253802803010448,,,,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,105,30,14,4.48,4.48 (147),44,https://www.airbnb.com/rooms/567253802803010448?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,29,3,87,0.8285714286,18,0,18,0.1714285714,2 beds,TRUE,TRUE,TRUE,,,,,TRUE,,,,,,TRUE,TRUE,,,,,,,TRUE,,,,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,126,1930,1005,0,925,0,0,0,0,0,23709640,,,,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,104,29,14,4.47,4.47 (173),45,https://www.airbnb.com/rooms/23709640?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,29,3,87,0.8365384615,17,0,17,0.1634615385,1 queen bed,TRUE,TRUE,TRUE,,TRUE,,,,,FALSE,,,,TRUE,,FALSE,,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,127,1925,835,0,1090,0,0,0,0,0,770176479289356026,,,,Apartment in Laureles,01/18/25 - 01/21/25,143,63,22,4.88,4.88 (17),12,https://www.airbnb.com/rooms/770176479289356026?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,37,3,110,0.7692307692,15,18,33,0.2307692308,1 bed,TRUE,TRUE,TRUE,,TRUE,,,,,FALSE,,,,,,FALSE,,,TRUE,,,,,,,TRUE,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,128,1925,835,0,1090,0,0,0,0,0,711793754637570980,Yes,,,Apartment in Medellín,01/18/25 - 01/21/25,143,63,33,4.88,4.88 (41),12,https://www.airbnb.com/rooms/711793754637570980?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,48,3,143,1,0,0,0,0,2 beds,TRUE,,TRUE,,,,,,TRUE,,,TRUE,,TRUE,,,TRUE,,,,,,TRUE,,,,TRUE,,,,,,,,,TRUE,,,,TRUE,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,129,1920,800,0,1120,0,0,0,0,0,1132652153228778919,,,,Loft in Medellín,01/18/25 - 01/21/25,153,70,33,4.94,4.94 (16),6,https://www.airbnb.com/rooms/1132652153228778919?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,48,3,143,0.9346405229,10,0,10,0.06535947712,2 beds,TRUE,TRUE,TRUE,,TRUE,,TRUE,,TRUE,FALSE,,TRUE,,,,,TRUE,,TRUE,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,130,1920,885,0,1035,0,0,0,0,0,50446903,Yes,,,Loft in Laureles-Estadio,01/18/25 - 01/21/25,129,53,18,4.77,4.77 (128),23,https://www.airbnb.com/rooms/50446903?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,33,3,99,0.7674418605,14,16,30,0.2325581395,,TRUE,TRUE,TRUE,TRUE,,,,,,FALSE,TRUE,,TRUE,TRUE,,FALSE,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,131,1920,1005,0,915,0,0,0,0,0,53814142,Yes,,,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,104,29,14,4.44,4.44 (118),47,https://www.airbnb.com/rooms/53814142?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,29,3,87,0.8365384615,17,0,17,0.1634615385,2 beds,TRUE,TRUE,TRUE,,,,,,,,,,,TRUE,TRUE,,,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,132,1915,815,0,1100,0,0,0,0,0,770482594301025255,,,,Apartment in Medellín,01/18/25 - 01/21/25,150,67,23,4.9,4.9 (30),10,https://www.airbnb.com/rooms/770482594301025255?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,38,3,113,0.7533333333,16,21,37,0.2466666667,3 beds,TRUE,TRUE,TRUE,,,,,,TRUE,FALSE,,TRUE,TRUE,,,FALSE,TRUE,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,133,1915,835,0,1080,0,0,0,0,0,677065997439756879,Yes,,,Loft in Belén,01/18/25 - 01/21/25,143,63,20,4.86,4.86 (117),14,https://www.airbnb.com/rooms/677065997439756879?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,35,3,105,0.7342657343,20,18,38,0.2657342657,,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,,,TRUE,,TRUE,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,134,1910,780,0,1130,0,0,0,0,0,957796466881357068,,,,Home in Medellín,01/18/25 - 01/21/25,157,74,25,4.96,4.96 (90),4,https://www.airbnb.com/rooms/957796466881357068?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,40,3,121,0.7707006369,14,22,36,0.2292993631,,TRUE,TRUE,TRUE,,TRUE,,,,,FALSE,,TRUE,,,,FALSE,TRUE,TRUE,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,135,1910,830,0,1080,0,0,0,0,0,1272565942123504476,,,,Loft in Laureles-Estadio,01/18/25 - 01/21/25,145,64,33,4.86,4.86 (7),14,https://www.airbnb.com/rooms/1272565942123504476?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,48,3,145,1,0,0,0,0,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,TRUE,FALSE,,TRUE,,TRUE,,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,136,1905,880,0,1025,0,0,0,0,0,1207229755571407296,,,,Apartment in Medellín,01/18/25 - 01/21/25,130,54,20,4.75,4.75 (8),25,https://www.airbnb.com/rooms/1207229755571407296?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,35,3,105,0.8076923077,25,0,25,0.1923076923,,,TRUE,,,TRUE,,,,,FALSE,TRUE,,,TRUE,,FALSE,,,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,137,1900,805,0,1095,0,0,0,0,0,1279149658816091267,,,,Loft in Laureles-Estadio,01/18/25 - 01/21/25,152,69,36,4.89,4.89 (18),11,https://www.airbnb.com/rooms/1279149658816091267?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,51,3,152,1,0,0,0,0,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,FALSE,,TRUE,,TRUE,,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,138,1900,820,0,1080,0,0,0,0,0,34017286,Yes,,,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,149,66,25,4.86,4.86 (76),14,https://www.airbnb.com/rooms/34017286?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,40,3,121,0.8120805369,7,21,28,0.1879194631,2 double beds,TRUE,TRUE,TRUE,,,,,,TRUE,FALSE,,TRUE,,,,FALSE,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,139,1900,875,0,1025,0,0,0,0,0,1267463548542475308,,,,Loft in Laureles-Estadio,01/18/25 - 01/21/25,131,55,29,4.75,4.75 (8),25,https://www.airbnb.com/rooms/1267463548542475308?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,44,3,131,1,0,0,0,0,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,TRUE,FALSE,,,,TRUE,,FALSE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,140,1900,955,0,945,0,0,0,0,0,1050968919034904224,,,,Apartment in Medellín,01/18/25 - 01/21/25,114,39,17,4.56,4.56 (39),41,https://www.airbnb.com/rooms/1050968919034904224?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,32,3,97,0.850877193,17,0,17,0.149122807,2 beds,TRUE,TRUE,TRUE,,TRUE,,,,,FALSE,,,,TRUE,,FALSE,,,,,,TRUE,,,,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
